date,trip_year,trip_month,trip_day,weekday,n_trips,n_csl_trips,prop_lobster,all_all,csl_all,all_hook_and_line,all_spear_or_hand,all_nets,all_traps,all_unknown,all_diving,all_combined_gears,csl_spear_or_hand,csl_traps,csl_nets,csl_hook_and_line,csl_unknown,csl_diving,csl_combined_gears,year,is_sunday,max_wind_ms,mean_wind_ms,max_gust_ms,max_swh_m,mean_swh_m,population,csl_trips_per_1k,csl_lbs_per_1k,total_annual_trips,total_annual_csl,trip_share_daily,csl_trip_share_daily
2003-09-04,2003,9,4,Thursday,42,15,0.357142857,3651,504,1381,0,80,276,0,1914,0,0,0,0,0,0,504,0,2003,0,4.901412869992041,3.724944367404499,7.2534223,1.3804075,1.1914723583333333,108505,0.13824247730519332,4.644947237454495,12061,3309,0.003482298316889147,0.004533091568449683
2003-09-05,2003,9,5,Friday,38,15,0.394736842,3392,575,625,0,729,306,0,1732,0,0,78,0,0,0,497,0,2003,0,5.305443193108399,4.70161026686287,8.821864,0.99438655,0.9308682275,108505,0.13824247730519332,5.299294963365743,12061,3309,0.0031506508581377996,0.004533091568449683
2003-09-06,2003,9,6,Saturday,36,13,0.361111111,2832,452,877,0,120,445,0,1390,0,0,8,0,0,0,444,0,2003,0,7.168413390189749,6.290750915665201,10.18949,1.0850513,1.0449996616666666,108505,0.1198101469978342,4.165706649463159,12061,3309,0.0029848271287621258,0.003928679359323058
2003-09-07,2003,9,7,Sunday,20,6,0.3,1425,156,207,0,503,383,0,332,0,0,0,6,0,0,150,0,2003,1,7.705426513603681,6.306333519514838,9.902002,1.1775733,1.0460889645833333,108505,0.05529699092207732,1.4377217639740105,12061,3309,0.0016582372937567365,0.001813236627379873
2003-09-08,2003,9,8,Monday,32,9,0.28125,2532,297,648,0,855,192,0,837,0,0,0,0,0,0,297,0,2003,0,6.766713499816971,5.579155961496077,8.837493,1.0266525,0.9641470354166667,108505,0.08294548638311598,2.7372010506428275,12061,3309,0.0026531796700107785,0.0027198549410698096
2003-09-09,2003,9,9,Tuesday,31,15,0.483870968,2334,533,896,0,57,38,0,1343,0,0,38,0,0,0,495,0,2003,0,8.50368217837332,7.444076634429131,11.582835,1.3527522,1.2389765333333334,108505,0.13824247730519332,4.912216026911202,12061,3309,0.002570267805322942,0.004533091568449683
2003-09-10,2003,9,10,Wednesday,41,17,0.414634146,2767,500,776,0,165,408,0,1418,0,0,7,0,0,0,493,0,2003,0,8.359200744923166,6.479542154652573,10.710707,1.3325647,1.243488925,108505,0.15667480761255242,4.608082576839776,12061,3309,0.00339938645220131,0.005137503777576307
2003-09-11,2003,9,11,Thursday,34,13,0.382352941,2860,463,854,0,448,218,0,1340,0,0,0,0,0,0,463,0,2003,0,6.840385537853334,4.85316103945935,9.564958,1.322913,1.2895979666666666,108505,0.1198101469978342,4.267084466153634,12061,3309,0.0028190033993864523,0.003928679359323058
2003-09-12,2003,9,12,Friday,34,13,0.382352941,2870,441,702,0,895,289,0,984,0,0,82,50,0,0,309,0,2003,0,4.842778455605687,3.146049148346728,5.7136283,1.4254446,1.373307275,108505,0.1198101469978342,4.064328832772683,12061,3309,0.0028190033993864523,0.003928679359323058
2003-09-13,2003,9,13,Saturday,35,13,0.371428571,2418,359,940,0,0,566,0,912,0,0,9,0,0,0,350,0,2003,0,5.775128849033826,3.4508513168938753,6.5461116,1.5868182,1.5247303583333334,108505,0.1198101469978342,3.30860329017096,12061,3309,0.002901915264074289,0.003928679359323058
2003-09-14,2003,9,14,Sunday,20,6,0.3,1086,130,501,0,95,250,0,240,0,0,0,0,0,0,130,0,2003,1,7.593251817100674,6.045684750912332,11.193271,1.573526,1.373903075,108505,0.05529699092207732,1.198101469978342,12061,3309,0.0016582372937567365,0.001813236627379873
2003-09-15,2003,9,15,Monday,27,9,0.333333333,2201,223,880,0,772,118,0,431,0,0,0,0,0,0,223,0,2003,0,7.544822265571104,6.326990994488144,10.486006,1.168217,1.0937379458333334,108505,0.08294548638311598,2.0552048292705405,12061,3309,0.0022386203465715945,0.0027198549410698096
2003-09-16,2003,9,16,Tuesday,41,15,0.365853659,2795,424,1290,0,239,96,0,1170,0,0,62,0,0,0,362,0,2003,0,7.0765737395631625,6.059343440796296,9.742576,1.1368661,1.0882378041666667,108505,0.13824247730519332,3.907654025160131,12061,3309,0.00339938645220131,0.004533091568449683
2003-09-17,2003,9,17,Wednesday,37,9,0.243243243,2513,297,1152,0,170,160,0,1031,0,0,0,0,0,0,297,0,2003,0,5.861230946162009,5.053797190227508,8.554907,1.011359,0.9639433562499999,108505,0.08294548638311598,2.7372010506428275,12061,3309,0.003067738993449963,0.0027198549410698096
2003-09-18,2003,9,18,Thursday,26,9,0.346153846,2462,283,729,0,545,293,0,895,0,0,5,0,0,0,278,0,2003,0,6.399085913892142,5.648302558424187,8.904627,0.9343816,0.88138133,108505,0.08294548638311598,2.608174738491314,12061,3309,0.0021557084818837574,0.0027198549410698096
2003-09-19,2003,9,19,Friday,33,13,0.393939394,2944,450,632,0,495,480,0,1337,0,0,97,14,0,0,339,0,2003,0,8.526527611295915,6.820190657290392,10.332018,1.2597289,1.0557509091666666,108505,0.1198101469978342,4.147274319155799,12061,3309,0.002736091534698615,0.003928679359323058
2003-09-20,2003,9,20,Saturday,29,11,0.379310345,2020,318,285,0,121,491,0,1123,0,0,3,0,0,0,315,0,2003,0,8.68483766203352,6.50955892096483,11.351541,1.3755753,1.2523799041666668,108505,0.10137781669047509,2.930740518870098,12061,3309,0.002404444075947268,0.003324267150196434
2003-09-21,2003,9,21,Sunday,19,6,0.315789474,1618,215,465,0,485,130,0,538,0,0,0,0,0,0,215,0,2003,1,8.13859103308505,5.1860259128025845,10.7555275,1.3077435,1.1766476291666668,108505,0.05529699092207732,1.981475508041104,12061,3309,0.0015753254290688998,0.001813236627379873
2003-09-22,2003,9,22,Monday,36,13,0.361111111,3411,448,740,0,848,96,0,1727,0,0,0,9,0,0,439,0,2003,0,4.826602333179372,3.301653280909953,7.3841696,1.0203172,0.8799646625,108505,0.1198101469978342,4.12884198884844,12061,3309,0.0029848271287621258,0.003928679359323058
2003-09-23,2003,9,23,Tuesday,29,10,0.344827586,1976,396,745,0,120,114,0,997,0,0,42,0,0,0,354,0,2003,0,3.7056199037601534,2.2859264361547913,5.506886,0.75216633,0.7005900504166667,108505,0.09216165153679555,3.649601400857103,12061,3309,0.002404444075947268,0.0030220610456331218
2003-09-24,2003,9,24,Wednesday,39,13,0.333333333,2805,514,958,0,120,245,0,1482,0,0,0,25,0,0,489,0,2003,0,5.247107337991038,4.466876479158836,7.3777704,0.7369976,0.6927094058333333,108505,0.1198101469978342,4.7371088889912905,12061,3309,0.0032335627228256363,0.003928679359323058
2003-09-25,2003,9,25,Thursday,28,9,0.321428571,2714,277,786,0,533,124,0,1271,0,0,0,0,0,0,277,0,2003,0,5.6679007945209054,4.929031258369007,8.518545,0.87256396,0.8415054191666667,108505,0.08294548638311598,2.5528777475692364,12061,3309,0.0023215322112594312,0.0027198549410698096
2003-09-26,2003,9,26,Friday,37,12,0.324324324,2868,430,814,0,711,264,0,1079,0,0,0,12,0,0,418,0,2003,0,7.630596847798073,6.401480617076622,10.4592705,1.127675,1.0592783816666667,108505,0.11059398184415464,3.962951016082208,12061,3309,0.003067738993449963,0.003626473254759746
2003-09-27,2003,9,27,Saturday,36,11,0.305555556,2499,425,548,0,85,825,0,1041,0,0,0,0,0,0,425,0,2003,0,8.025728344560465,7.046783693003203,10.641221,1.3599105,1.2418044833333333,108505,0.10137781669047509,3.91687019031381,12061,3309,0.0029848271287621258,0.003324267150196434
2003-09-28,2003,9,28,Sunday,17,5,0.294117647,1933,235,298,0,605,136,0,894,0,0,0,20,0,0,215,0,2003,1,8.572389120109397,7.056248018569579,10.985297,1.3594726,1.2118007208333332,108505,0.046080825768397775,2.165798811114695,12061,3309,0.0014095016996932262,0.0015110305228165609
2003-09-29,2003,9,29,Monday,31,10,0.322580645,2617,431,449,0,430,179,0,1559,0,0,0,0,0,0,431,0,2003,0,7.991451133912258,7.213218308410176,11.499438,1.2347461,1.186540825,108505,0.09216165153679555,3.972167181235888,12061,3309,0.002570267805322942,0.0030220610456331218
2003-09-30,2003,9,30,Tuesday,25,11,0.44,2011,404,589,0,100,138,0,1184,0,0,64,0,0,0,340,0,2003,0,7.9873225078705845,6.393980120424321,10.598336,1.2715249,1.1717187208333333,108505,0.10137781669047509,3.7233307220865397,12061,3309,0.0020727966171959207,0.003324267150196434
2003-10-01,2003,10,1,Wednesday,54,14,0.259259259,4113,447,956,0,200,470,0,2487,0,0,0,0,0,0,447,0,2003,0,6.685294978642678,5.195518407403951,9.050796,1.060767,0.9996878325,108505,0.12902631215151375,4.1196258236947605,12061,3309,0.004477240693143189,0.0042308854638863705
2003-10-02,2003,10,2,Thursday,47,13,0.276595745,4308,375,1303,0,430,664,0,1911,0,0,0,0,0,0,375,0,2003,0,5.991873856150411,3.8121593963145957,7.983814,0.9247674,0.8172016845833333,108505,0.1198101469978342,3.4560619326298325,12061,3309,0.003896857640328331,0.003928679359323058
2003-10-03,2003,10,3,Friday,47,11,0.234042553,3937,321,788,0,738,321,0,2090,0,0,0,0,0,0,321,0,2003,0,4.142508309735879,3.2136300403462865,5.6728306,0.84829485,0.8011831179166666,108505,0.10137781669047509,2.9583890143311367,12061,3309,0.003896857640328331,0.003324267150196434
2003-10-04,2003,10,4,Saturday,45,13,0.288888889,3319,365,806,0,445,466,0,1602,0,0,45,0,0,0,320,0,2003,0,5.187949328896299,4.251261216334869,7.3468623,1.2197949,1.0601259033333332,108505,0.1198101469978342,3.3639002810930374,12061,3309,0.0037310339109526574,0.003928679359323058
2003-10-05,2003,10,5,Sunday,22,6,0.272727273,1917,178,310,0,441,143,0,1023,0,0,0,8,0,0,170,0,2003,1,5.715868116384395,4.582163615991659,7.9143395,1.3093628,1.2368436916666667,108505,0.05529699092207732,1.6404773973549605,12061,3309,0.0018240610231324104,0.001813236627379873
2003-10-06,2003,10,6,Monday,31,7,0.225806452,2539,267,599,0,350,125,0,1465,0,0,0,0,0,0,267,0,2003,0,6.022446968320966,5.057327960467138,8.152653,1.2017064,1.1396277916666666,108505,0.06451315607575688,2.4607160960324412,12061,3309,0.002570267805322942,0.0021154427319431852
2003-10-07,2003,10,7,Tuesday,43,12,0.279069767,3612,314,930,0,724,607,0,1351,0,0,25,18,0,0,271,0,2003,0,5.912770008542498,4.3633384476367,8.217071,1.079266,0.9454582870833333,108505,0.11059398184415464,2.89387585825538,12061,3309,0.0035652101815769836,0.003626473254759746
2003-10-08,2003,10,8,Wednesday,42,12,0.285714286,2457,298,865,0,222,215,0,1155,0,0,0,0,0,0,298,0,2003,0,7.498335295791487,5.584963496399484,10.418599,1.0485216,0.9611067566666667,108505,0.11059398184415464,2.746417215796507,12061,3309,0.003482298316889147,0.003626473254759746
2003-10-09,2003,10,9,Thursday,33,14,0.424242424,2949,367,666,0,0,408,0,1875,0,0,0,0,0,0,367,0,2003,0,10.956447285348752,7.996916026609618,14.607295,1.862027,1.4267795833333334,108505,0.12902631215151375,3.3823326114003964,12061,3309,0.002736091534698615,0.0042308854638863705
2003-10-10,2003,10,10,Friday,38,12,0.315789474,3264,439,736,0,369,301,0,1858,0,0,0,0,0,0,439,0,2003,0,10.427429305479912,7.887046429663722,13.493128,2.0738068,1.5333025208333333,108505,0.11059398184415464,4.0458965024653235,12061,3309,0.0031506508581377996,0.003626473254759746
2003-10-11,2003,10,11,Saturday,40,10,0.25,2723,301,702,0,138,518,0,1365,0,0,12,0,0,0,289,0,2003,0,6.872060109068867,5.425405865374414,9.272065,1.2608095,1.11374151375,108505,0.09216165153679555,2.7740657112575455,12061,3309,0.003316474587513473,0.0030220610456331218
2003-10-12,2003,10,12,Sunday,31,7,0.225806452,2405,283,779,0,226,299,0,1101,0,0,0,0,0,0,283,0,2003,1,6.241983816993858,5.34669970164124,9.334403,1.0050846,0.9705207604166667,108505,0.06451315607575688,2.608174738491314,12061,3309,0.002570267805322942,0.0021154427319431852
2003-10-13,2003,10,13,Monday,35,9,0.257142857,2442,381,1083,0,65,204,0,1090,0,0,0,0,0,0,381,0,2003,0,6.592987059814582,5.133180636083539,9.3567095,1.0319194,0.9607126329166666,108505,0.08294548638311598,3.51135892355191,12061,3309,0.002901915264074289,0.0027198549410698096
2003-10-14,2003,10,14,Tuesday,39,10,0.256410256,2651,341,1118,0,254,188,0,1091,0,0,20,0,0,0,321,0,2003,0,4.601916481671684,3.9461013992232465,7.100776,0.864968,0.7920189475,108505,0.09216165153679555,3.142712317404728,12061,3309,0.0032335627228256363,0.0030220610456331218
2003-10-15,2003,10,15,Wednesday,40,8,0.2,2773,251,839,0,165,177,0,1592,0,0,0,0,0,0,251,0,2003,0,4.438885006471906,3.3085533479543856,7.254221,0.75128543,0.70672406625,108505,0.07372932122943643,2.313257453573568,12061,3309,0.003316474587513473,0.0024176488365064974
2003-10-16,2003,10,16,Thursday,44,12,0.272727273,3230,396,985,0,84,275,0,1886,0,0,0,0,0,0,396,0,2003,0,5.629578875390468,3.4485968204721646,7.2065353,0.71669054,0.6653398129166667,108505,0.11059398184415464,3.649601400857103,12061,3309,0.0036481220462648207,0.003626473254759746
2003-10-17,2003,10,17,Friday,41,12,0.292682927,3530,292,757,0,862,406,0,1505,0,0,0,12,0,0,280,0,2003,0,6.416642133262824,5.823444024206743,9.438175,0.8871289,0.8429738445833334,108505,0.11059398184415464,2.69112022487443,12061,3309,0.00339938645220131,0.003626473254759746
2003-10-18,2003,10,18,Saturday,36,9,0.25,2698,256,415,0,110,550,0,1623,0,0,5,0,0,0,251,0,2003,0,6.974285798996553,6.091049676476866,9.400009,0.99657094,0.9321718508333333,108505,0.08294548638311598,2.3593382793419657,12061,3309,0.0029848271287621258,0.0027198549410698096
2003-10-19,2003,10,19,Sunday,24,7,0.291666667,2281,219,319,0,525,435,0,1002,0,0,0,0,0,0,219,0,2003,1,6.547430141107771,5.964217752840806,8.678607,1.037827,1.0000266975,108505,0.06451315607575688,2.0183401686558224,12061,3309,0.001989884752508084,0.0021154427319431852
2003-10-20,2003,10,20,Monday,26,9,0.346153846,2432,299,481,0,780,120,0,1051,0,0,0,14,0,0,285,0,2003,0,7.209531281257956,6.17527618602255,10.141153,1.1392287,1.0779705695833333,108505,0.08294548638311598,2.7556333809501865,12061,3309,0.0021557084818837574,0.0027198549410698096
2003-10-21,2003,10,21,Tuesday,34,7,0.205882353,2822,280,879,0,250,248,0,1445,0,0,0,0,0,0,280,0,2003,0,7.685312370369602,5.782024337376455,9.968105,1.0511576,0.9706277145833333,108505,0.06451315607575688,2.5805262430302753,12061,3309,0.0028190033993864523,0.0021154427319431852
2003-10-22,2003,10,22,Wednesday,35,7,0.2,2337,301,778,0,460,290,0,809,0,0,0,0,0,0,301,0,2003,0,5.588355741964936,4.474239826932768,7.0455685,0.9536898,0.8442350179166667,108505,0.06451315607575688,2.7740657112575455,12061,3309,0.002901915264074289,0.0021154427319431852
2003-10-23,2003,10,23,Thursday,38,6,0.157894737,2875,166,1295,0,491,462,0,627,0,0,13,0,0,0,153,0,2003,0,4.872940682530665,3.8056476344426984,6.098383,0.8921792,0.82581177125,108505,0.05529699092207732,1.529883415510806,12061,3309,0.0031506508581377996,0.001813236627379873
2003-10-24,2003,10,24,Friday,36,11,0.305555556,2725,345,498,0,984,167,0,1076,0,0,0,9,0,0,336,0,2003,0,5.444010508984685,3.8648229119678867,7.0586815,0.91238993,0.87978739,108505,0.10137781669047509,3.1795769780194463,12061,3309,0.0029848271287621258,0.003324267150196434
2003-10-25,2003,10,25,Saturday,44,6,0.136363636,2520,220,443,0,531,565,0,981,0,0,0,0,0,0,220,0,2003,0,8.529573621852045,6.95993869783478,12.183332,1.2638078,1.0863108466666667,108505,0.05529699092207732,2.027556333809502,12061,3309,0.0036481220462648207,0.001813236627379873
2003-10-26,2003,10,26,Sunday,19,4,0.210526316,1313,250,265,0,310,207,0,531,0,0,0,0,0,0,250,0,2003,1,6.650279486460254,5.111613029034487,9.353643,0.98035306,0.9094474920833333,108505,0.036864660614718214,2.304041288419888,12061,3309,0.0015753254290688998,0.0012088244182532487
2003-10-27,2003,10,27,Monday,28,6,0.214285714,1803,220,693,0,55,192,0,863,0,0,0,0,0,0,220,0,2003,0,5.892859263807155,4.831255992818612,8.410442,0.9950646,0.9557104220833333,108505,0.05529699092207732,2.027556333809502,12061,3309,0.0023215322112594312,0.001813236627379873
2003-10-28,2003,10,28,Tuesday,31,5,0.161290323,2806,195,796,0,350,527,0,1133,0,0,0,0,0,0,195,0,2003,0,3.7632117265208502,2.3288711461562968,5.458676,1.0878917,1.0188098695833334,108505,0.046080825768397775,1.797152204967513,12061,3309,0.002570267805322942,0.0015110305228165609
2003-10-29,2003,10,29,Wednesday,34,4,0.117647059,2467,109,917,0,0,199,0,1351,0,0,0,0,0,0,109,0,2003,0,5.479660945621166,3.345926364232717,7.3798656,1.2234348,1.1710221625,108505,0.036864660614718214,1.0045620017510715,12061,3309,0.0028190033993864523,0.0012088244182532487
2003-10-30,2003,10,30,Thursday,36,4,0.111111111,2715,108,1072,0,215,427,0,1001,0,0,0,0,0,0,108,0,2003,0,4.599020200875874,2.6866344350772775,7.5807285,1.1656711,1.062892965,108505,0.036864660614718214,0.9953458365973917,12061,3309,0.0029848271287621258,0.0012088244182532487
2003-10-31,2003,10,31,Friday,25,5,0.2,1912,207,854,0,0,206,0,852,0,0,0,0,0,0,207,0,2003,0,3.817700239826511,2.655324045415201,6.321139,1.1349418,1.0814863791666667,108505,0.046080825768397775,1.9077461868116676,12061,3309,0.0020727966171959207,0.0015110305228165609
2003-11-01,2003,11,1,Saturday,34,11,0.323529412,2303,300,673,0,123,652,0,855,0,0,14,0,0,0,286,0,2003,0,3.202223670944592,2.072826595799997,7.0356445,1.2257326,1.1878419916666667,108505,0.10137781669047509,2.7648495461038665,12061,3309,0.0028190033993864523,0.003324267150196434
2003-11-02,2003,11,2,Sunday,23,5,0.217391304,1581,114,373,0,608,182,0,418,0,0,0,0,0,0,114,0,2003,1,5.480816099844066,4.140058005134764,8.163447,1.2124145,1.1593510166666667,108505,0.046080825768397775,1.0506428275194692,12061,3309,0.001906972887820247,0.0015110305228165609
2003-11-03,2003,11,3,Monday,42,9,0.214285714,2996,302,858,0,215,950,0,973,0,0,100,0,0,0,202,0,2003,0,8.30312212332552,7.2205919496498465,11.21796,1.488238,1.3929917875,108505,0.08294548638311598,2.783281876411225,12061,3309,0.003482298316889147,0.0027198549410698096
2003-11-04,2003,11,4,Tuesday,32,15,0.46875,2599,405,855,0,0,193,0,1551,0,0,5,0,0,0,400,0,2003,0,7.459331669750964,6.192969505512951,10.645702,1.3598008,1.225509425,108505,0.13824247730519332,3.7325468872402197,12061,3309,0.0026531796700107785,0.004533091568449683
2003-11-05,2003,11,5,Wednesday,34,7,0.205882353,1971,192,659,0,170,190,0,952,0,0,0,0,0,0,192,0,2003,0,10.274786496685556,8.841281937121547,14.455856,1.9758534,1.7606884541666667,108505,0.06451315607575688,1.7695037095064743,12061,3309,0.0028190033993864523,0.0021154427319431852
2003-11-06,2003,11,6,Thursday,30,10,0.333333333,1869,273,691,0,0,124,0,1054,0,0,0,0,0,0,273,0,2003,0,9.345293193444286,7.979902272008436,12.73922,1.8251122,1.722299425,108505,0.09216165153679555,2.5160130869545183,12061,3309,0.002487355940635105,0.0030220610456331218
2003-11-07,2003,11,7,Friday,31,9,0.290322581,2177,246,502,0,202,521,0,952,0,0,0,0,0,0,246,0,2003,0,8.566967293731722,7.164713738142248,11.747013,1.7468699,1.6027591666666667,108505,0.08294548638311598,2.26717662780517,12061,3309,0.002570267805322942,0.0027198549410698096
2003-11-08,2003,11,8,Saturday,31,9,0.290322581,1935,288,242,0,100,598,0,995,0,0,5,0,0,0,283,0,2003,0,9.511914757734782,8.006449518777199,12.939691,1.819909,1.759453625,108505,0.08294548638311598,2.6542555642597114,12061,3309,0.002570267805322942,0.0027198549410698096
2003-11-09,2003,11,9,Sunday,15,4,0.266666667,801,112,410,0,65,81,0,245,0,0,0,0,0,0,112,0,2003,1,9.789052587383361,7.763781054297832,13.187062,1.8338195,1.6718250749999999,108505,0.036864660614718214,1.03221049721211,12061,3309,0.0012436779703175525,0.0012088244182532487
2003-11-10,2003,11,10,Monday,23,8,0.347826087,1927,159,197,0,350,519,0,861,0,0,0,0,0,0,159,0,2003,0,9.84896547263735,7.150737429229874,14.787687,1.9851124,1.7346502083333333,108505,0.07372932122943643,1.465370259435049,12061,3309,0.001906972887820247,0.0024176488365064974
2003-11-11,2003,11,11,Tuesday,27,10,0.37037037,1948,270,418,0,0,147,0,1383,0,0,0,0,0,0,270,0,2003,0,10.466341794787672,7.704507416410557,13.82899,2.193381,1.9896174583333333,108505,0.09216165153679555,2.4883645914934793,12061,3309,0.0022386203465715945,0.0030220610456331218
2003-11-12,2003,11,12,Wednesday,30,4,0.133333333,2385,161,893,0,350,180,0,962,0,0,0,0,0,0,161,0,2003,0,9.048202942067306,7.823744662367413,13.945236,1.9219484,1.5853688416666667,108505,0.036864660614718214,1.483802589742408,12061,3309,0.002487355940635105,0.0012088244182532487
2003-11-13,2003,11,13,Thursday,30,9,0.3,1987,287,559,0,267,293,0,868,0,0,0,0,0,0,287,0,2003,0,9.438147127329033,8.099041479256714,13.34551,1.5617771,1.4750931999999999,108505,0.08294548638311598,2.6450393991060324,12061,3309,0.002487355940635105,0.0027198549410698096
2003-11-14,2003,11,14,Friday,31,11,0.35483871,2528,404,209,0,587,445,0,1287,0,0,60,0,0,0,344,0,2003,0,7.031085230280877,5.7884219882295485,10.235669,1.4451479,1.300027825,108505,0.10137781669047509,3.7233307220865397,12061,3309,0.002570267805322942,0.003324267150196434
2003-11-15,2003,11,15,Saturday,22,5,0.227272727,1348,191,400,0,0,528,0,420,0,0,0,0,0,0,191,0,2003,0,3.774741437764076,1.9371733381120797,6.409378,1.1682591,1.0020780954166666,108505,0.046080825768397775,1.7602875443527948,12061,3309,0.0018240610231324104,0.0015110305228165609
2003-11-16,2003,11,16,Sunday,14,4,0.285714286,767,75,230,0,144,65,0,328,0,0,0,0,0,0,75,0,2003,1,5.689602935953085,4.260874216427439,7.182828,1.4169822,1.1757938595833333,108505,0.036864660614718214,0.6912123865259666,12061,3309,0.0011607661056297156,0.0012088244182532487
2003-11-17,2003,11,17,Monday,21,5,0.238095238,1106,188,421,0,66,111,0,508,0,0,0,0,0,0,188,0,2003,0,5.707832944034101,3.3966913969134183,8.797046,1.4358369,1.2646364791666667,108505,0.046080825768397775,1.732639048891756,12061,3309,0.0017411491584445734,0.0015110305228165609
2003-11-18,2003,11,18,Tuesday,33,7,0.212121212,2626,202,927,0,279,130,0,1290,0,0,0,0,0,0,202,0,2003,0,6.8033734355726905,4.980823756857527,9.406762,1.2421589,1.1547850666666666,108505,0.06451315607575688,1.8616653610432699,12061,3309,0.002736091534698615,0.0021154427319431852
2003-11-19,2003,11,19,Wednesday,33,5,0.151515152,2391,129,599,0,628,360,0,804,0,0,0,0,0,0,129,0,2003,0,6.1340033005194,4.982181194666852,8.73249,1.0921017,1.0379744208333332,108505,0.046080825768397775,1.1888853048246624,12061,3309,0.002736091534698615,0.0015110305228165609
2003-11-20,2003,11,20,Thursday,31,6,0.193548387,1949,171,814,0,25,292,0,818,0,0,0,0,0,0,171,0,2003,0,4.770718789083638,2.7583016204822988,6.861329,0.9380857,0.8811109275,108505,0.05529699092207732,1.5759642412792036,12061,3309,0.002570267805322942,0.001813236627379873
2003-11-21,2003,11,21,Friday,28,4,0.142857143,2545,113,431,0,978,307,0,829,0,0,0,41,0,0,72,0,2003,0,4.875207833928206,3.7092078510331916,6.5580072,0.80679613,0.7815008158333333,108505,0.036864660614718214,1.0414266623657897,12061,3309,0.0023215322112594312,0.0012088244182532487
2003-11-22,2003,11,22,Saturday,29,5,0.172413793,1968,173,466,0,358,430,0,714,0,0,0,0,0,0,173,0,2003,0,4.685354276389363,3.0186280654121957,6.4246793,0.84146154,0.767438405,108505,0.046080825768397775,1.594396571586563,12061,3309,0.002404444075947268,0.0015110305228165609
2003-11-23,2003,11,23,Sunday,19,4,0.210526316,1497,163,190,0,823,214,0,270,0,0,0,0,0,0,163,0,2003,1,3.284560774070067,1.5744066351562052,4.716373,1.0448912,0.9949726649999999,108505,0.036864660614718214,1.5022349200497673,12061,3309,0.0015753254290688998,0.0012088244182532487
2003-11-24,2003,11,24,Monday,27,7,0.259259259,2299,169,394,0,628,363,0,914,0,0,0,14,0,0,155,0,2003,0,4.549637474931519,3.517544804691788,7.6849785,1.0782909,1.0499574708333332,108505,0.06451315607575688,1.5575319109718446,12061,3309,0.0022386203465715945,0.0021154427319431852
2003-11-25,2003,11,25,Tuesday,32,9,0.28125,3010,206,754,0,694,269,0,1293,0,0,0,20,0,0,186,0,2003,0,6.692169192843734,5.06534637478671,9.479203,1.1323885,1.0475760629166666,108505,0.08294548638311598,1.8985300216579881,12061,3309,0.0026531796700107785,0.0027198549410698096
2003-11-26,2003,11,26,Wednesday,26,6,0.230769231,1491,224,428,0,0,113,0,950,0,0,0,0,0,0,224,0,2003,0,8.861447620327931,7.866468452701241,11.848579,1.3325255,1.2057383541666666,108505,0.05529699092207732,2.06442099442422,12061,3309,0.0021557084818837574,0.001813236627379873
2003-11-27,2003,11,27,Thursday,21,3,0.142857143,1527,109,616,0,0,225,0,686,0,0,0,0,0,0,109,0,2003,0,9.121748946713783,8.28417745430042,12.694333,1.5156611,1.3605024291666667,108505,0.02764849546103866,1.0045620017510715,12061,3309,0.0017411491584445734,9.066183136899365e-4
2003-11-28,2003,11,28,Friday,20,4,0.2,2210,205,282,0,650,739,0,539,0,0,100,0,0,0,105,0,2003,0,9.580196951838184,7.96064937828497,12.567976,1.4415864,1.3158710958333333,108505,0.036864660614718214,1.8893138565043086,12061,3309,0.0016582372937567365,0.0012088244182532487
2003-11-29,2003,11,29,Saturday,24,8,0.333333333,1560,252,317,0,0,407,0,836,0,0,24,0,0,0,228,0,2003,0,7.586380968963162,6.6008363840997575,10.437228,1.2221173,1.1317588458333334,108505,0.07372932122943643,2.3224736187272477,12061,3309,0.001989884752508084,0.0024176488365064974
2003-11-30,2003,11,30,Sunday,13,3,0.230769231,775,81,103,0,350,121,0,201,0,0,0,0,0,0,81,0,2003,1,8.266836278578424,7.06553101391793,12.179938,1.331247,1.1740490708333333,108505,0.02764849546103866,0.7465093774480439,12061,3309,0.0010778542409418787,9.066183136899365e-4
2003-12-01,2003,12,1,Monday,25,10,0.4,1958,288,1035,0,0,142,0,781,0,0,0,0,0,0,288,0,2003,0,8.232489316911062,7.549371408194348,11.362802,1.3118839,1.2196960875,108505,0.09216165153679555,2.6542555642597114,12061,3309,0.0020727966171959207,0.0030220610456331218
2003-12-02,2003,12,2,Tuesday,31,11,0.35483871,2425,296,1176,0,0,523,0,726,0,0,5,0,0,0,291,0,2003,0,8.056842404595159,6.845494758815635,10.511597,1.2994084,1.2031780041666666,108505,0.10137781669047509,2.727984885489148,12061,3309,0.002570267805322942,0.003324267150196434
2003-12-03,2003,12,3,Wednesday,29,11,0.379310345,1853,324,816,0,0,163,0,874,0,0,12,0,0,0,312,0,2003,0,7.6169137923792425,6.931109068841545,11.632751,1.14852,1.0880313958333334,108505,0.10137781669047509,2.9860375097921756,12061,3309,0.002404444075947268,0.003324267150196434
2003-12-04,2003,12,4,Thursday,29,14,0.482758621,2540,394,942,0,295,114,0,1189,0,0,0,9,0,0,385,0,2003,0,9.42051830986524,8.190552884118967,13.289349,1.4357835,1.315426925,108505,0.12902631215151375,3.631169070549744,12061,3309,0.002404444075947268,0.0042308854638863705
